tweet_id,keyword,text,created_at,user_id,username,name,followers,verified,likes,retweets,replies,hashtags,media_count,media_info,is_reply,is_retweet
2029293482557489576,petition,"Albertans in Tampa.

Sign the Alberta Independence Petition this Sunday.

March 8
2:30pm–5:30pm
Brandon Exchange Mall
East parking lot near Mr Splash USA Car Wash

Bring valid Alberta ID and add your name. https://t.co/CrefFxKqY4",Wed Mar 04 20:30:43 +0000 2026,1907883182449737728,,Rise Of Alberta,83700,False,398,212,8,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/CrefFxKqY4""}]",False,False
2030185059207237906,petition,"These bastards not questioning on him for bringing trisha two days before women's day

But questioning a victim suffered for years for filing petition !",Sat Mar 07 07:33:31 +0000 2026,821301936,,Rajkumar Sekar,4777,False,415,65,5,,0,[],False,False
2029583557560082548,petition,"Guerre au Moyen-Orient : comme beaucoup de Français, Olivia s’inquiète de la flambée des prix des carburants. Elle a lancé une pétition pour demander des mesures concrètes et rapides afin de protéger le pouvoir d’achat : https://t.co/lWx6bObKSh 

#carburant #diesel #essence https://t.co/oQROJkTb4q",Thu Mar 05 15:43:22 +0000 2026,603139314,,Change.org France,38074,False,30,13,10,carburant diesel essence prixcarburant guerre iran petrole,1,"[{""type"": ""video"", ""url"": ""https://t.co/oQROJkTb4q""}]",False,False
2030190754728231406,petition,"Petition 1 - என்னை, விஜய் வீட்டுக்குள்ளே வச்சு கொடுமை படுத்தினார் 

Petition 2 - என்னை, விஜய் வீட்டுக்குள்ளயே சேர்க்கவில்லை. 

இதில எதுடா உண்மை 😂😂😂😂. 

அன்னியார் இப்படி EXPOSE ஆகுவாங்கனு நினைத்து பார்க்க முடியவில்லை.",Sat Mar 07 07:56:09 +0000 2026,993408059325255680,,KERALA VIJAY FANS CLUB,101951,False,2453,812,162,,0,[],False,False
2029623142931390658,petition,"Russia Recruitment Protests:

Families of kin killed in Russia demand govt intervention

Family members present a petition to Parliament 

Ann: My husband called saying they’re in a war zone

Several Kenyans have been killed and others detained

#CitizenTonight https://t.co/SONbsvJYTf",Thu Mar 05 18:20:40 +0000 2026,70394965,,Citizen TV Kenya,6827618,False,9,5,1,CitizenTonight,1,"[{""type"": ""video"", ""url"": ""https://t.co/SONbsvJYTf""}]",False,False
2030192446303522827,petition,The party celebrates women's day &amp; their members are on a mission to target their leader's wife for a leaked divorce petition. https://t.co/97irkf8evH,Sat Mar 07 08:02:53 +0000 2026,2995284158,,ஜமுனா,6931,False,298,46,15,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/97irkf8evH""}]",False,False
2029707963103875471,petition,"Signez la pétition contre la candidature de Macky SALL a l’ONU… 👇🏽
https://t.co/8kSVOC6TkL https://t.co/kaIylYXXzH",Thu Mar 05 23:57:43 +0000 2026,810988379533774848,,Ghost,27991,False,354,132,12,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/kaIylYXXzH""}]",False,False
2030179001998921867,petition,"Petition filed on February 22 , 2026

And all of this is being spread just to dilute the TVK Women’s Day event. Pure politics. https://t.co/SG7XKGAEsA",Sat Mar 07 07:09:27 +0000 2026,3883231259,,Prasanna OG,147418,False,748,460,30,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/SG7XKGAEsA""}]",False,False
2029988741838987323,petition,"🚨 BREAKING: First Nations seeking court injunction to STOP Alberta independence signature collection.

The courts could be intervening in our democratic petition process as early as April 7.

We cannot assume we have until May 2. If granted, the courts could block us gathering https://t.co/A3lmbLBH42",Fri Mar 06 18:33:26 +0000 2026,1907883182449737728,,Rise Of Alberta,83700,False,1525,712,160,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/A3lmbLBH42""}]",False,False
2029416129928814834,petition,"สำหรับท่านที่ขี้เกียจสแกน QR (เช่นพ้ม)

https://t.co/LX9t62tqws",Thu Mar 05 04:38:04 +0000 2026,1379395646982037505,,パック 🏳️‍🌈 ด้วยรักและผักดอง,25,False,742,1911,2,,0,[],False,False
2030269712878141687,petition,"Education is a great equalizer because it lifts people out of poverty by enabling them to gain qualifications that lead to better-paying jobs and more opportunities. OSAP is an investment in Ontario's future.

Sign the petition at https://t.co/WCkGjEFUME. #onpoli https://t.co/7YwIGiBaYy",Sat Mar 07 13:09:54 +0000 2026,247402941,,Catherine Fife,17664,False,107,40,3,onpoli,1,"[{""type"": ""video"", ""url"": ""https://t.co/7YwIGiBaYy""}]",False,False
2029337140329689181,petition,"Yet to sign the Alberta Independence Petition?

A canvasser can come directly to your work site and collect signatures from you and your crew.

Click the link below to arrange for a canvasser to come to you ⬇️

https://t.co/lDUAhiwuOk https://t.co/HvVsK3qDWp",Wed Mar 04 23:24:12 +0000 2026,1907883182449737728,,Rise Of Alberta,83700,False,327,186,8,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/HvVsK3qDWp""}]",False,False
2029249561131413781,petition,"No one is coming to save Alberta. 

Sign the petition. 

If you already have, find someone who hasn't. 

Want to guarantee we win? Become a canvasser. 

It is on us. Alberta's future is in our hands alone.

#AlbertaIndependence https://t.co/5C0i3OCq8y",Wed Mar 04 17:36:11 +0000 2026,1907883182449737728,,Rise Of Alberta,83700,False,928,359,32,AlbertaIndependence,1,"[{""type"": ""photo"", ""url"": ""https://t.co/5C0i3OCq8y""}]",False,False
2030378856880755059,petition,"This is the Court Link to the Odious Debt petition.

We will share again on Monday and Tuesday morning.

Odious debt petition concerns everyone.
https://t.co/cG0DKvA2e0",Sat Mar 07 20:23:36 +0000 2026,1672292023737434112,,I am Chege,90982,False,10,9,1,,0,[],False,False
2030044156941177150,petition,"#municipales2026 #Limoges

🟥Le maire sortant Émile Roger Lombertie et candidat de @VilleLimoges87 fait l’objet de plaintes pour harcèlement moral et harcèlement sexuel.

🧹🧹🧹Nous demandons le retrait de sa candidature.

Pétition✍️
https://t.co/3K7Ed2TRY5",Fri Mar 06 22:13:38 +0000 2026,1705480657923616768,,Mouv’Enfants,2036,False,72,53,4,municipales2026 Limoges,0,[],False,False
2030024993338249663,outrage,"🚨Fact: During the Obama administration, DHS (ICE) shot 76 people, of which half of them died.  
   
Zero outrage or headlines about it.",Fri Mar 06 20:57:29 +0000 2026,1530638279195996165,,Bruce 🐝,252665,False,3490,682,10,,0,[],False,False
2029331061067440549,outrage,"Outrage is growing in Spain over the lack of solidarity amongst EU countries and their position on the US-Israeli war against Iran. 

Al Jazeera’s @osamabinjavaid explains why Spanish PM Pedro Sanchez feels let down by other leaders. https://t.co/MvvE3RgyAL",Wed Mar 04 23:00:02 +0000 2026,4970411,,Al Jazeera English,9391093,False,731,275,33,,1,"[{""type"": ""video"", ""url"": ""https://t.co/MvvE3RgyAL""}]",False,False
2029967824064762142,outrage,"Good Evening 📍Madurai, Tamil Nadu: Disturbing CCTV visuals show a woman harming several puppies, with two puppies losing their lives. The video has triggered outrage online.

U can be a Not Dog Lover but u can’t be this cruel 
Punishment needed
#INDvENG #IranWar 

 #EpsteinOfCU https://t.co/vJ7BFOUoTv",Fri Mar 06 17:10:18 +0000 2026,1696433396,,सी॰ए॰ अंकित गुप्ता 🇮🇳,16123,False,8,4,1,INDvENG IranWar EpsteinOfCU,1,"[{""type"": ""video"", ""url"": ""https://t.co/vJ7BFOUoTv""}]",False,False
2028545794320592986,outrage,"https://t.co/Gbxtz9PkHU
She wanted to be nice and welcoming to the Muslims flooding her hometown. She even bought a book about their Sharia culture and laws to avoid being rude or offensive.

Watch her outrage when she discovers what these Muslim migrants seek to impose on her",Mon Mar 02 18:59:40 +0000 2026,1129279740068737024,,Liza Rosen,203241,False,3261,1305,68,,1,"[{""type"": ""video"", ""url"": ""https://t.co/Gbxtz9PkHU""}]",False,False
2027806942396035081,outrage,Save me your outrage. Obama bombed 8 countries without Congress approval and Clinton bombed an aspirin factory to cover up his affair.,Sat Feb 28 18:03:44 +0000 2026,353890966,,Tim Burchett,498247,False,114398,23712,7245,,0,[],False,False
2027536268687515941,outrage,"In Sudan, smiling Islamists record themselves shouting “Allahu Akbar” — as the camera pans to reveal hundreds of dead civilians lying behind them.

Where is the outrage?

 https://t.co/ZamAIT6gtV",Sat Feb 28 00:08:10 +0000 2026,1249148165112160257,,Eyal Yakoby,273599,False,6495,3833,558,,1,"[{""type"": ""video"", ""url"": ""https://t.co/ZamAIT6gtV""}]",False,False
2029890582017876153,outrage,"‘When’s Rodri’s punishment?’
‘We’re still waiting on Rodri’

When Rodri gets fined, as most if not all footballers/managers do, for his actions, Arsenal fans will STILL be outraged. 

Also, wasn’t Nico Williams charged four months after his comments? Where was the outrage then?",Fri Mar 06 12:03:22 +0000 2026,1372682657767755793,,Exi Stant,8469,False,212,5,8,,0,[],False,False
2028498228073685465,outrage,"A woke USAF Technical Sgt. assigned to NATO made a video undermining the United States, our military operation in Venezuela, calling the Commander-in-Chief “Cheeto,”and saying she must apologize to 20 nations on his behalf over Iran. Does the Sec of War know about this outrage? https://t.co/HkEJzY3ol9",Mon Mar 02 15:50:39 +0000 2026,928319559291015169,,LetsGoBFLO,55941,False,15245,6423,3946,,1,"[{""type"": ""video"", ""url"": ""https://t.co/HkEJzY3ol9""}]",False,False
2028927275991773291,outrage,"They should be punished, but where was the outrage when this White boy, Jessie Butler walked free after r*ping two high school girls? https://t.co/cJDg0eSx38",Tue Mar 03 20:15:32 +0000 2026,1697523547726290944,,Nora,8984,False,10660,1776,314,,1,"[{""type"": ""video"", ""url"": ""https://t.co/cJDg0eSx38""}]",False,False
2030351652566581362,outrage,"🚨 VIRAL CLIP: A Subway worker is filmed preparing tuna and dropping it on the floor before putting it back in the bowl and serving it into containers, sparking outrage online.
https://t.co/1ICVDxq23B",Sat Mar 07 18:35:30 +0000 2026,1849134537827037184,,Derrick Evans,883448,False,645,511,274,,1,"[{""type"": ""video"", ""url"": ""https://t.co/1ICVDxq23B""}]",False,False
2030219418089804282,outrage,"Outrage in Eldoret as residents storm Eldobase Chemist demanding justice for a 12-year-old child from Langas Block 6, Madiaba, who was allegedly given a skin ointment instead of eye drops, worsening the child’s eyesight. Doctors are now battling to save the vision as the family https://t.co/pqOBMYVooh",Sat Mar 07 09:50:03 +0000 2026,2192517411,,TrendNation Africa,167625,False,104,15,8,,3,"[{""type"": ""photo"", ""url"": ""https://t.co/pqOBMYVooh""}, {""type"": ""photo"", ""url"": ""https://t.co/pqOBMYVooh""}, {""type"": ""photo"", ""url"": ""https://t.co/pqOBMYVooh""}]",False,False
2029544734218195388,outrage,"The murder of 150 Iranian sailors, who were not taking part in the war, by America in a sneak attack on international waters is disgusting. 

As is the lack of international outrage. 

And you just know the story will only begin if Iran returns the favour. https://t.co/mOSiWRHxPX",Thu Mar 05 13:09:06 +0000 2026,1393726565809278976,,ADAM,538180,False,2831,1674,150,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/mOSiWRHxPX""}]",False,False
2029708311273046441,outrage,"50,000 real Iranian people slaughtered by the terrorist regime.

*crickets* from the anti-Israel ""human rights"" crowd.

150 fake Iranian children killed by Israel?

Outrage!

The only photos of dead children in Iran are all AI.

No evidence whatsoever at the fake ""scene"".

Not",Thu Mar 05 23:59:06 +0000 2026,333994990,,Israel News Pulse,122693,False,72,16,1,,0,[],False,False
2029939703185822167,outrage,"🚨 Outrage on rails! Passengers fume as tea prices jump from ₹10 to 20, brave commuter threatened for speaking up! https://t.co/7Wln2okJ3f",Fri Mar 06 15:18:34 +0000 2026,1349374854860918785,,indiainlast24hr,17527,False,12,3,0,,1,"[{""type"": ""video"", ""url"": ""https://t.co/7Wln2okJ3f""}]",False,False
2030285230301483226,outrage,are people actually mad at him for wanting film to stay an art-form with mass popular appeal? I don’t really get the outrage here,Sat Mar 07 14:11:34 +0000 2026,2829875249,,🟡 The tumboy 🟡,3929,False,140,6,5,,0,[],False,False
2029055833917501750,outrage,"A mother in Qaryut bids farewell to two sons- Mohammed and Fahim-killed by armed Israeli settlers

Qaryut joins the long list of villages where ethnic cleansing happens quietly, without headlines, without outrage https://t.co/zgLS7mWS4b",Wed Mar 04 04:46:23 +0000 2026,1943586314743382016,,Ounka,212709,False,3254,1576,33,,1,"[{""type"": ""video"", ""url"": ""https://t.co/zgLS7mWS4b""}]",False,False
2029681390535533035,outrage,"HOUSTON WE HAVE A PROBLEM! 🚨 

OUTRAGE: Thousands of Muslims takeover Sugar Land, TX City Hall square for public Iftar—NOT in a mosque!

Weak officials surrender our civic spaces to this!

Do you back banning Muslim’s prayer in public places?

A. Yes
B. No https://t.co/ZuIzlbHLHU",Thu Mar 05 22:12:07 +0000 2026,1938739072349896704,,John Fitzgerald Kennedy Jr,20543,False,2640,1298,2107,,1,"[{""type"": ""video"", ""url"": ""https://t.co/ZuIzlbHLHU""}]",False,False
2029778741036298485,outrage,🚨 Damn the world for ignoring this event! The outrage is real. 🌍🔥 https://t.co/urv0O7mDXi,Fri Mar 06 04:38:57 +0000 2026,1918343953704689664,,GPX News,27693,False,15,2,1,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/urv0O7mDXi""}]",False,False
2029971502783943145,outrage,"A routine airport security check has ignited a fierce online debate after footage surfaced showing staff conducting a security search on a baby prompting accusations, outrage, and questions about where safety protocols cross the line.

In this specific situation, I don't see an https://t.co/4jvyjTxuXo",Fri Mar 06 17:24:55 +0000 2026,1699573975385550848,,AmericanPapaBear™,472384,False,94,7,102,,1,"[{""type"": ""video"", ""url"": ""https://t.co/4jvyjTxuXo""}]",False,False
2029708915773149274,offensive,"With the second-most cap space in the NFL, the Silver &amp; Black have boxes to check when the new league year begins next week ⤵️

https://t.co/4ZAhEN5tfj",Fri Mar 06 00:01:30 +0000 2026,16332223,,Las Vegas Raiders,1817933,False,119,18,13,,0,[],False,False
2029708787876020576,offensive,"Everyone is watching to see whether Kurdish fighters will launch a ground offensive into western Iran.

So, who are the Kurds?

Read more: https://t.co/mxyHmh3cIZ https://t.co/N6DASJQS6F",Fri Mar 06 00:00:59 +0000 2026,759251,,CNN,61371413,False,2742,672,673,,1,"[{""type"": ""video"", ""url"": ""https://t.co/N6DASJQS6F""}]",False,False
2030056321161023764,offensive,"THROWBACK: When New York #Giants offensive lineman James Hudson had the worst drive in #NFL history.

1: 15-yard unnecessary roughness

2: 5-yard false start

3: 15-yard unnecessary roughness

4: 5-yard false start 

Today, New York released Hudson.
 https://t.co/Life571VqI",Fri Mar 06 23:01:58 +0000 2026,1494072723001286658,,MLFootball,434739,False,669,54,12,Giants NFL,1,"[{""type"": ""video"", ""url"": ""https://t.co/Life571VqI""}]",False,False
2030300421940797691,offensive,"🚀 OSEP Exam Practice Training (Online) – Registration Open!

Ready to level up your Offensive Security &amp; Red Team skills?

Join Ignite Technologies’ CTF-Based OSEP Practice Program and train in a real-world attack simulation environment designed for serious cybersecurity https://t.co/CjzkzbRC2G",Sat Mar 07 15:11:56 +0000 2026,70592144,,Hacking Articles,288634,False,33,3,1,CyberSecurity InfoSec EthicalHacking RedTeam PenetrationTesting OSEP OSCP ActiveDirectory CyberSecurityTraining,1,"[{""type"": ""photo"", ""url"": ""https://t.co/CjzkzbRC2G""}]",False,False
2030163837023035421,offensive,"The Lions 2023 Legendary Offensive Line is down to one man. 

LT - Decker (released)
LG - Jackson (gone)
C - Ragnow (retired)
RG - Glasgow (released)
RT - Sewell",Sat Mar 07 06:09:12 +0000 2026,1597364389048614912,,Polymarket Football,95220,False,1066,37,11,,0,[],False,False
2029952618588418483,offensive,Throwback to when Notre Dame led 21-0 without running a single offensive snap https://t.co/W1y0wzmEEO,Fri Mar 06 16:09:53 +0000 2026,1742984013155819520,,Top Tier Notre Dame,7462,False,677,32,9,,1,"[{""type"": ""video"", ""url"": ""https://t.co/W1y0wzmEEO""}]",False,False
2029889865572311272,offensive,When the ground shifts beneath your feet you have to reposition to remain standing. America changed its war objectives from regime change to regime adjustment. Washington assured Americans that there would never be a ground offensive or a  repeat of  the endless war of Iraq,Fri Mar 06 12:00:32 +0000 2026,141496671,,M.J. Akbar,123807,False,46,9,2,,0,[],False,False
2028638820778783088,offensive,"As the Secretary of War stated this morning, U.S. forces are hitting Iran surgically, overwhelmingly, and unapologetically. Operation Epic Fury is laser-focused on destroying Iranian offensive missiles. https://t.co/0mwRSOPwUb",Tue Mar 03 01:09:19 +0000 2026,25159286,,U.S. Central Command,1394307,False,31299,5239,1422,,1,"[{""type"": ""video"", ""url"": ""https://t.co/0mwRSOPwUb""}]",False,False
2030030658030989804,offensive,"How fast things change in the NFL!

of the 2023 Detroit Lions Starting Offensive Line, Penei Sewell is the 

ONLY.

ONE.

REMAINING.

More reason 2023 will CONTINUE to haunt this team!",Fri Mar 06 21:19:59 +0000 2026,1522488496795144192,,Lions Syndicate,4700,False,111,8,10,,0,[],False,False
2028545794320592986,offensive,"https://t.co/Gbxtz9PkHU
She wanted to be nice and welcoming to the Muslims flooding her hometown. She even bought a book about their Sharia culture and laws to avoid being rude or offensive.

Watch her outrage when she discovers what these Muslim migrants seek to impose on her",Mon Mar 02 18:59:40 +0000 2026,1129279740068737024,,Liza Rosen,203241,False,3261,1305,68,,1,"[{""type"": ""video"", ""url"": ""https://t.co/Gbxtz9PkHU""}]",False,False
2029999203380867128,offensive,Israel's offensive in Lebanon escalated with the launch of 26 waves of strikes on Beirut and ordered evacuations of southern suburbs in an expanded conflict with Hezbollah and Iran https://t.co/4viVJt6PKz https://t.co/ZRdRZQbXXO,Fri Mar 06 19:15:00 +0000 2026,1652541,,Reuters,25256371,False,1295,433,49,,1,"[{""type"": ""video"", ""url"": ""https://t.co/ZRdRZQbXXO""}]",False,False
2030389089640280096,offensive,"Reminder: if someone says the Bengals offensive line isn’t good, don’t listen to them https://t.co/tDrW6VxXYK",Sat Mar 07 21:04:16 +0000 2026,1897330731338358790,,SleeperBengals,8646,False,112,5,2,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/tDrW6VxXYK""}]",False,False
2029285853768437866,offensive,"JUST IN - Kurdish forces have reportedly ""launched a ground military offensive into Iran"" from Iraq.",Wed Mar 04 20:00:24 +0000 2026,15392486,,Disclose.tv,1644814,False,4848,605,165,,0,[],False,False
2029573749503340708,offensive,"‘NO TO WAR’: Spanish PM vows not to repeat Iraq mistakes; defies Trump, Netanyahu’s Iran offensive ✋🕊️🌍 

💣🚨🇺🇸🇮🇱 #US-#Israel vs #Iran 🇮🇷 LIVE Updates ➠ https://t.co/Pw9MBa7oHO 🪖

#Spain #PedroSanchez #NoToWar https://t.co/VU9Km3Dkwh",Thu Mar 05 15:04:24 +0000 2026,39743812,,Economic Times,4304181,False,43,12,1,US Israel Iran Spain PedroSanchez NoToWar,1,"[{""type"": ""video"", ""url"": ""https://t.co/VU9Km3Dkwh""}]",False,False
2028887650862518539,offensive,Will Clapp has been hired as an offensive assistant on the New Orleans Saints coaching staff 👏 https://t.co/HpftDmoXQu,Tue Mar 03 17:38:05 +0000 2026,31504542,,New Orleans Saints,1682658,False,14455,763,178,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/HpftDmoXQu""}]",False,False
2030055827009118278,offensive,Tennessee Volunteers WR Top End Retrace Compete Drill https://t.co/9Kwif1GeMg,Fri Mar 06 23:00:00 +0000 2026,1891192045244411905,,Offensive_Guru,1920,False,184,11,0,,1,"[{""type"": ""video"", ""url"": ""https://t.co/9Kwif1GeMg""}]",False,False
1041401463745011713,offensive,It's come to my attention that there have been offensive posts made on what used to be my Facebook page. For the past year and a half a FORMER team member has been the only one with access to the account.,Sun Sep 16 19:00:31 +0000 2018,866953267,,Cardi B,37093505,False,48643,4610,2115,,0,[],False,False
2029379717607120926,offensive,"""NFL offensive playcallers are going to love Kenyon Sadiq.""

More from @joelklatt on the tight end ahead of the 2026 NFL Draft. https://t.co/PYM2VVi9mz",Thu Mar 05 02:13:23 +0000 2026,1562608447979667456,,The Joel Klatt Show: A College Football on FOX Pod,33318,False,460,42,10,,1,"[{""type"": ""video"", ""url"": ""https://t.co/PYM2VVi9mz""}]",False,False
2029516433634259276,offensive,"🚨 INCROYABLE SCÈNE À MADRID ! Des Iraniens exilés déposent des fleurs devant l'ambassade d'Israël pour remercier Netanyahu d'avoir éliminé Khamenei et lancé l'offensive contre le régime islamique. 🌹🇮🇱🇮🇷 

Chants de ""Vive Israël !"", ""Merci Bibi !"" et drapeaux flottants... Le https://t.co/0anAwxQaz3",Thu Mar 05 11:16:39 +0000 2026,419915971,,🇮🇹 RADIOROMA,60220,False,219,64,5,IranLibre Israel Netanyahu Khamenei Madrid Geopolitique LiberteIranienne Viral BreakingNews MiddleEast,1,"[{""type"": ""video"", ""url"": ""https://t.co/0anAwxQaz3""}]",False,False
2030058536223351238,timeline,RT @BardiUpdatess: Cardi B’s Grow Good Beauty teases upcoming products for the hairline. 👀 https://t.co/nqwcfIw68N,Fri Mar 06 23:10:46 +0000 2026,866953267,,Cardi B,37093514,False,0,203,0,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/nqwcfIw68N""}]",False,True
2029449854234050710,timeline,Aw I love youuuuu!! Thank you for coming and turnin it up wit me!! ❤️❤️❤️,Thu Mar 05 06:52:05 +0000 2026,866953267,,Cardi B,37093514,False,16379,879,163,,0,[],False,False
2029446762553843835,timeline,I love you so so so so so soooooo much!! 😘😘😘😘😘😘😘 thank you for coming,Thu Mar 05 06:39:48 +0000 2026,866953267,,Cardi B,37093514,False,220126,15369,1163,,0,[],False,False
2029423477858455713,timeline,"RT @PopBase: Cardi B brings out Megan Thee Stallion to perform ‘WAP’ at the Little Miss Drama tour in Houston. 

 https://t.co/hs8MOarX15",Thu Mar 05 05:07:16 +0000 2026,866953267,,Cardi B,37093514,False,0,10496,0,,1,"[{""type"": ""video"", ""url"": ""https://t.co/hs8MOarX15""}]",False,True
2029423263114293255,timeline,"RT @updatesofcardi: Cardi B debuts her 4th new look tonight at her SOLD OUT show in Houston, TX🩷#LittleMissDramaTour https://t.co/1wegeMNXfV",Thu Mar 05 05:06:25 +0000 2026,866953267,,Cardi B,37093514,False,0,551,0,LittleMissDramaTour,1,"[{""type"": ""video"", ""url"": ""https://t.co/1wegeMNXfV""}]",False,True
2029370653959135247,timeline,RT @ToyotaCenter: OKURRR! ‍🔥 Bardi Gang took over and the Houston show is officially SOLD OUT! https://t.co/XJnEeffJUa,Thu Mar 05 01:37:22 +0000 2026,866953267,,Cardi B,37093514,False,0,451,0,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/XJnEeffJUa""}]",False,True
2029243131103768988,timeline,Thank you for all the love 💚 I can’t wait for y’all to see what’s coming with Grow Good Beauty https://t.co/hGccJuJWgr,Wed Mar 04 17:10:38 +0000 2026,866953267,,Cardi B,37093514,False,12700,1242,542,,1,"[{""type"": ""video"", ""url"": ""https://t.co/hGccJuJWgr""}]",False,False
2028505932179640648,timeline,"Dear blogs, when I perform a song I always introduce the song with a lil razzle dazzle.. not everything is a shot or personal. I’m actually repeating lyrics from the songs…Relax",Mon Mar 02 16:21:16 +0000 2026,866953267,,Cardi B,37093514,False,33094,2000,610,,0,[],False,False
2028311189705375890,timeline,RT @MMCenter_PHX: LITTLE MISS SOLD OUT (x10) 🩷 https://t.co/AlbmZKnWcM,Mon Mar 02 03:27:26 +0000 2026,866953267,,Cardi B,37093514,False,0,340,0,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/AlbmZKnWcM""}]",False,True
2027726214224290239,timeline,RT @BardisMedia: Cardi brought out Kulture tonight at her SOLD OUT show in San Francisco.🥹#LittleMissDramaTour https://t.co/PDzj7jes3h,Sat Feb 28 12:42:57 +0000 2026,866953267,,Cardi B,37093514,False,0,1648,0,LittleMissDramaTour,1,"[{""type"": ""video"", ""url"": ""https://t.co/PDzj7jes3h""}]",False,True
2027640717406097886,timeline,RT @SunnyBanks_: Kulture 😍😍 ready for the #LittleMissDramaTour https://t.co/DJ4CmcJahp,Sat Feb 28 07:03:13 +0000 2026,866953267,,Cardi B,37093514,False,0,829,0,LittleMissDramaTour,3,"[{""type"": ""photo"", ""url"": ""https://t.co/DJ4CmcJahp""}, {""type"": ""photo"", ""url"": ""https://t.co/DJ4CmcJahp""}, {""type"": ""photo"", ""url"": ""https://t.co/DJ4CmcJahp""}]",False,True
2027543771622347071,timeline,RT @statsbelcalis: The 9th show of Cardi B’s “Little Miss Drama Tour” is officially SOLD OUT! https://t.co/33MRJlTfp5,Sat Feb 28 00:37:59 +0000 2026,866953267,,Cardi B,37093514,False,0,264,0,,2,"[{""type"": ""photo"", ""url"": ""https://t.co/33MRJlTfp5""}, {""type"": ""photo"", ""url"": ""https://t.co/33MRJlTfp5""}]",False,True
2027536751347057147,timeline,RT @BardiUpdatess: Cardi B’s San Francisco stop at the Chase Center arena tonight has officially been announced as SOLD OUT! This is Cardi’…,Sat Feb 28 00:10:05 +0000 2026,866953267,,Cardi B,37093514,False,0,319,0,,0,[],False,True
2027155155515216376,timeline,https://t.co/uvfd6BdTKx,Thu Feb 26 22:53:46 +0000 2026,866953267,,Cardi B,37093514,False,67847,9667,551,,1,"[{""type"": ""video"", ""url"": ""https://t.co/uvfd6BdTKx""}]",False,False
2027151309338751427,timeline,Well…YES,Thu Feb 26 22:38:29 +0000 2026,866953267,,Cardi B,37093514,False,25644,1170,346,,0,[],False,False
2027144757596611053,timeline,"And when y’all come to my concert I have ONE RULE.. forget about any problems that you have in this world

1. Forget about your job/finances
2. Forget about that nikka/btch
3. Forget about your opps

Give yourself two hours of living your best life!!",Thu Feb 26 22:12:27 +0000 2026,866953267,,Cardi B,37093514,False,89278,7811,1317,,0,[],False,False
2027100528971252060,timeline,RT @itsKenBarbie: Packed to the brim 🫡 https://t.co/dsyrCv1HBQ,Thu Feb 26 19:16:42 +0000 2026,866953267,,Cardi B,37093514,False,0,469,0,,1,"[{""type"": ""video"", ""url"": ""https://t.co/dsyrCv1HBQ""}]",False,True
2026864934626205759,timeline,RT @Golden1Center: Tonight is SOLD OUT! @iamcardib 🩷🔥 https://t.co/1dtFE0BxOy,Thu Feb 26 03:40:32 +0000 2026,866953267,,Cardi B,37093514,False,0,304,0,,1,"[{""type"": ""photo"", ""url"": ""https://t.co/1dtFE0BxOy""}]",False,True
2026776883669402029,timeline,"Hmmm all these little random stories… 🤔 fck it, let them talk, let them eat cake, let them come to the ballllll",Wed Feb 25 21:50:39 +0000 2026,866953267,,Cardi B,37093514,False,24564,1718,1178,,0,[],False,False
2026478444394016975,timeline,"RT @BardiUpdatess: Cardi B has won THREE categories at the 57th NAACP Image Awards:

Outstanding Female Artist
Outstanding Album
Outstandin…",Wed Feb 25 02:04:45 +0000 2026,866953267,,Cardi B,37093514,False,0,567,0,,0,[],False,True
2026445812033794476,timeline,WELCOME TO THE BARDI PARTY !!,Tue Feb 24 23:55:05 +0000 2026,866953267,,Cardi B,37093514,False,16702,1329,442,,0,[],False,False
2026141106996416997,timeline,https://t.co/S9U8e39g7M,Tue Feb 24 03:44:18 +0000 2026,866953267,,Cardi B,37093514,False,10769,1010,389,,1,"[{""type"": ""video"", ""url"": ""https://t.co/S9U8e39g7M""}]",False,False
2026035552399561058,timeline,"First of all, I don’t keep track of my agents investments… that’s none of my business. What I did do however was woke up to you including me in bullshit so I had to hop on the phone and do my research to see what your weird ass was talkin about. Second, why you not mentioning",Mon Feb 23 20:44:52 +0000 2026,866953267,,Cardi B,37093514,False,27059,2900,1536,,0,[],False,False
2026031691605668322,timeline,I’ma turn it up a notch.. stay tuned #LittleMissDramaTour https://t.co/DZxgkbjA3W,Mon Feb 23 20:29:31 +0000 2026,866953267,,Cardi B,37093514,False,20459,1645,815,LittleMissDramaTour,1,"[{""type"": ""video"", ""url"": ""https://t.co/DZxgkbjA3W""}]",False,False
